id,answer
421,"sarcolipin (sln) is a 3 kd membrane protein found in sarcoplasmic reticulum (sr) and it is a newly identified regulator of the sarco/endoplasmic reticulum ca(2+)-atpase (serca) pump.  sln inhibits sarcoplasmic reticulum ca(2+) atpase (serca) activity and reduces its affinity of ca(2+), resulting in dysfunction of myocardial contraction and heart failure. sarcolipin is a key regulator of serca2a in atria."
422,during the 1970s
423,"after two bites, i couldn't eat any more of mine"
424,we need to draw spiritual strength from traditional cultural hometowns.
425,human
426,concave lens
427,"this coffee smells delicious out of the package, and while brewing, but the chocolate taste is too much for my palate. never thought i would say that something is too chocolatey but this is! if you are a choco-holic this might be the perfect coffee for you. it is a chocolate truffle so i guess it is to be expected.update to this review:a couple of weeks later i returned to this coffee. but with one difference. i halved the amount of coffee i brewed with and voila! the flavors came right out in a very pleasant way. the mistake was definitely mine. i like my coffee strong yet"
428,"the biggest pollution problem in london is air pollution, and the pollutants in the air mainly come from the emissions of traffic flow."
429,"local anesthesia is not required to lower a patient's pain intensity when applying intra-articular contrast media for mr arthrography of the shoulder. this could result in reduced costs and a reduced risk of adverse reactions, without an impact on patient comfort."
430,i think the broth is a bit bland and not as aromatic as other lanzhou noodle though(tried
431,"are!the food is overall, great. it is really reasonably priced"
432,gas
433,- 1 and-4 cm
434,the relationship between asthma and copd exacerbations and their association with the airway microbiome.
435,"a brings the two million yuan of the fraud out of the country, and then exchanges it for foreign currency."
436,1520
437,"overall, 7% of women in our cohort met either clinical or molecular criteria for lynch syndrome. all of these women had a prior history or a first-degree relative with an hnpcc-associated cancer. limiting genetic evaluation to women with synchronous endometrial and ovarian cancer who have a family history suggestive of hnpcc may appropriately identify women with lynch syndrome."
438,be tolerant of new phenomena in language life.
439,the packaging states that it has no refined sugar
440,teese boca boca
441,telomerase enzyme activity can be detected in whole cell lysates by a polymerase chain reaction (pcr)-based method referred to as the telomeric repeat amplification protocol (trap).
442,"3.6% of the u.s population, or"
443,the crust and rigid uppermost portion of the upper mantle
444,greece and smyrna
445,"cue-induced behavioural activation was specific to alcohol cues, reproducible, persistent and could be blocked by naltrexone, and its correlation with human self-report of craving makes it a potentially useful model for studying alcohol craving."
446,18 to 24
447,"by confirmatory ifa and/ or a plaque-reduction neutralization (prnt) [69, 70, 85] or mnt test."
448,"microglia, which are the primary immune cells of the central nervous system, are strongly implicated in als, their activation being correlated with various clinical features, and inflammatory microglial responses being correlated withe disease progression. the immune response may be implicated in other ways with als molecular pathology. such as through inflammatory regulation and circulating interleukins. it is possible the t cell receptor signalling and activation is involved. it is also possible that the innate / non-specific immune system is involved - i.e. immune protection against foreign substances, viruses, and bacteria."
449,lots of flavor without knocking you over with sugar
450,born from a poor family in a certain village and stayed on to teach after graduating from university. published several high-quality papers in famous international journals.
451,british blockade of the french coastline limited french shipping.
452,close to one
453,british people often corporally punish children.
454,the taste is different than cane
455,human
456,"carbon dioxide is an important nutrient for many marine plants. they convert the carbon dioxide absorbed by the leaves and the water transported by the roots into sugar, starch, and oxygen under sunlight."
457,different groups of indigenous peoples
458,"there is no ""presence of existence"" in the argument of newton's first law of motion."
459,"antireflux surgery failures are most commonly associated with hiatal herniation, followed by the breakdown of the fundoplication. the laparoscopic approach may be used successfully to treat patients with failed antireflux operations. good results were achieved despite the technical difficulty of the procedures."
